日付,価格
2024-04-26,2676.355
2024-04-30,2728.5
2024-05-01,2728.66
2024-05-02,2724.7700000000004
2024-05-07,2747.9799999999996
2024-05-08,2720.785
2024-05-09,2715.115
2024-05-10,2727.205
2024-05-13,2724.01
2024-05-14,2729.72
2024-05-15,2735.165
2024-05-16,2739.465
2024-05-17,2734.6499999999996
2024-05-20,2757.245
2024-05-21,2766.475
2024-05-22,2745.645
2024-05-23,2748.7200000000003
2024-05-24,2730.475
2024-05-27,2757.98
2024-05-28,2767.325
2024-05-29,2754.6549999999997
2024-05-30,2719.505
2024-05-31,2755.475
2024-06-03,2794.875
2024-06-04,2786.2200000000003
2024-06-05,2758.715
2024-06-06,2761.3199999999997
2024-06-07,2753.44
2024-06-10,2771.18
2024-06-11,2783.02
2024-06-12,2755.275
2024-06-13,2749.815
2024-06-14,2731.4700000000003
2024-06-17,2712.455
2024-06-18,2717.59
2024-06-19,2727.355
2024-06-20,2722.12
2024-06-21,2729.505
2024-06-24,2732.8450000000003
2024-06-25,2770.685
2024-06-26,2798.4849999999997
2024-06-27,2793.215
2024-06-28,2809.42
2024-07-01,2827.955
2024-07-02,2841.835
2024-07-03,2866.585
2024-07-04,2889.785
2024-07-05,2892.18
2024-07-08,2872.735
2024-07-09,2884.0950000000003
2024-07-10,2900.435
2024-07-11,2934.29
2024-07-12,2895.0550000000003
2024-07-16,2905.13
2024-07-17,2917.1400000000003
2024-07-18,2874.84
2024-07-19,2860.48
2024-07-22,2842.545
2024-07-23,2837.8149999999996
2024-07-24,2806.75
2024-07-25,2731.62
2024-07-26,2702.375
2024-07-29,2745.75
2024-07-30,2748.24
2024-07-31,2763.7700000000004
2024-08-01,2735.565
2024-08-02,2595.77
2024-08-05,2357.7
2024-08-06,2352.855
2024-08-07,2445.55
2024-08-08,2460.895
2024-08-09,2490.295
2024-08-13,2531.165
2024-08-14,2576.94
2024-08-15,2592.13
2024-08-16,2661.01
2024-08-19,2653.705
2024-08-20,2669.315
2024-08-21,2653.3500000000004
2024-08-22,2666.9049999999997
2024-08-23,2681.505
2024-08-26,2666.205
2024-08-27,2671.92
2024-08-28,2683.67
2024-08-29,2688.3199999999997
2024-08-30,2704.215
2024-09-02,2725.015
2024-09-03,2725.3599999999997
2024-09-04,2658.8149999999996
2024-09-05,2611.665
2024-09-06,2608.23
2024-09-09,2566.6949999999997
2024-09-10,2582.1800000000003
2024-09-11,2546.9700000000003
2024-09-12,2580.4449999999997
2024-09-13,2578.3599999999997
2024-09-17,2565.3
2024-09-18,2569.71
2024-09-19,2608.885
2024-09-20,2647.265
2024-09-24,2661.895
2024-09-25,2652.08
2024-09-26,2697.355
2024-09-27,2729.1800000000003
2024-09-30,2671.46
2024-10-01,2676.215
2024-10-02,2656.025
2024-10-03,2689.48
2024-10-04,2691.005
2024-10-07,2736.4700000000003
2024-10-08,2707.99
2024-10-09,2714.535
2024-10-10,2719.625
2024-10-11,2713.385
2024-10-15,2728.69
2024-10-16,2691.3999999999996
2024-10-17,2693.9700000000003
2024-10-18,2693.625
2024-10-21,2683.4399999999996
2024-10-22,2662.955
2024-10-23,2643.1949999999997
2024-10-24,2625.1000000000004
2024-10-25,2621.445
2024-10-28,2631.745
2024-10-29,2671.3450000000003
2024-10-30,2696.42
2024-10-31,2696.3500000000004
2024-11-01,2652.09
2024-11-05,2660.2
2024-11-06,2694.63
2024-11-07,2741.8599999999997
2024-11-08,2750.9750000000004
2024-11-11,2739.12
2024-11-12,2746.455
2024-11-13,2723.2
2024-11-14,2708.88
2024-11-15,2714.91
2024-11-18,2692.29
2024-11-19,2706.5950000000003
2024-11-20,2704.645
2024-11-21,2691.475
2024-11-22,2692.6850000000004
2024-11-25,2717.015
2024-11-26,2696.7250000000004
2024-11-27,2674.6400000000003
2024-11-28,2672.295
2024-11-29,2681.55
2024-12-02,2701.185
2024-12-03,2741.14
2024-12-04,2748.2
2024-12-05,2749.375
2024-12-06,2734.095
2024-12-09,2736.605
2024-12-10,2747.625
2024-12-11,2747.81
2024-12-12,2774.425
2024-12-13,2749.33
2024-12-16,2744.755
2024-12-17,2735.295
2024-12-18,2721.055
2024-12-19,2699.62
2024-12-20,2712.17
2024-12-23,2723.5299999999997
2024-12-24,2728.8900000000003
2024-12-25,2732.41
2024-12-26,2751.29
2024-12-27,2788.7749999999996
2024-12-30,2797.425
2025-01-06,2774.24
2025-01-07,2778.355
2025-01-08,2772.83
2025-01-09,2749.48
2025-01-10,2722.425
2025-01-14,2697.3
2025-01-15,2696.165
